Timestamp,Ticker,Transaction Date,Transaction Price,Investment Amount,Position,Current Price,Profit/Loss,Monetary Gain/Loss,Take Profit,Stop Loss,Min Profit/Loss,Max Profit/Loss
2024-09-06 18:12:55,AUDUSD,2024-09-06 18:12:55,0.6668,100.0,Long,0.6669868230819702,0.028017858723795225,0.8405357617138567,0.18140085276402532,-0.065029117490398,-0.0885991472359747,0.164970882509602
2024-09-06 18:14:56,GBPUSD,2024-09-06 18:14:56,1.3125,100.0,Long,1.313111424446106,0.04658471970331101,1.3975415910993303,0.17359715053013403,-0.1229432460239956,-0.096402849469866,0.1070567539760044
2024-09-06 19:29:21,USDCAD,2024-09-06 19:29:21,1.3559,100.0,Short,1.3567999601364136,-0.06637363643435865,-1.9912090930307593,0.1667443686054284,-0.2078744323176713,-0.1032556313945716,0.0221255676823287
