Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-09-05 03:45:00,143.828,0.0477202,2024-09-05 07:30:00,143.156,-0.0534194,-0.672,-0.47%,34.0,-16.0,-10.0,-26.0
USDJPY,60m,2024-09-05 03:00:00,143.828,0.0048795,2024-09-05 07:00:00,143.156,0.0015873,-0.672,-0.47%,34.0,-16.0,14.0,-2.0
USDJPY,90m,2024-09-02 15:00:00,147.011,0.0646884,2024-09-05 07:30:00,143.166,-0.0653852,-3.845,-2.62%,34.0,-16.0,33.0,17.0
EURUSD,15m,2024-09-05 03:30:00,1.1085,-2.67e-05,2024-09-05 07:30:00,1.1088,7.44e-05,0.0002,0.02%,62.0,12.0,10.0,22.0
EURUSD,60m,2024-09-04 23:00:00,1.1088,0.0002009,2024-09-05 07:00:00,1.1088,-4.67e-05,0.0,0.00%,62.0,12.0,0.0,12.0
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.000331,2024-09-05 07:30:00,1.1088,0.0001274,0.0012,0.11%,62.0,12.0,-0.0,12.0
GBPUSD,15m,2024-09-05 07:15:00,1.3155,5.58e-05,2024-09-05 07:30:00,1.315,2.86e-05,-0.0006,-0.04%,90.0,40.0,0.0,40.0
GBPUSD,60m,2024-09-04 15:00:00,1.3161,0.0005051,2024-09-05 07:00:00,1.315,-1.62e-05,-0.0011,-0.09%,90.0,40.0,-14.0,26.0
GBPUSD,90m,2024-09-04 04:30:00,1.3119,0.000135,2024-09-05 07:30:00,1.315,0.0001911,0.0031,0.24%,90.0,40.0,-11.0,29.0
AUDUSD,15m,2024-09-05 07:00:00,0.6726,-2.4e-06,2024-09-05 07:30:00,0.6724,-9.3e-06,-0.0002,-0.02%,67.0,17.0,0.0,17.0
AUDUSD,60m,2024-09-04 21:00:00,0.6727,0.0002142,2024-09-05 07:00:00,0.6724,5.43e-05,-0.0003,-0.04%,67.0,17.0,0.0,17.0
AUDUSD,90m,2024-09-04 13:30:00,0.6733,0.0004,2024-09-05 07:30:00,0.6724,0.0002278,-0.0009,-0.13%,67.0,17.0,0.0,17.0
USDCAD,15m,2024-09-05 04:30:00,1.351,8.07e-05,2024-09-05 07:30:00,1.3509,8.1e-06,-0.0001,-0.01%,14.0,-36.0,0.0,-36.0
USDCAD,60m,2024-09-04 18:00:00,1.3523,-0.0004684,2024-09-05 07:00:00,1.3509,7.8e-06,-0.0014,-0.11%,14.0,-36.0,28.0,-8.0
USDCAD,90m,2024-09-04 12:00:00,1.3558,-5.25e-05,2024-09-05 07:30:00,1.3509,-0.0002491,-0.0049,-0.36%,14.0,-36.0,11.0,-25.0
