Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-09-06 15:45:00,142.43,-0.0853031,2024-09-06 16:30:00,142.331,-0.1153049,-0.099,-0.07%,34.0,-16.0,-10.0,-26.0
USDJPY,60m,2024-09-06 14:00:00,143.522,0.0796971,2024-09-06 16:00:00,142.332,0.0021102,-1.19,-0.83%,34.0,-16.0,28.0,12.0
USDJPY,90m,2024-09-06 13:30:00,143.522,0.0858926,2024-09-06 16:30:00,142.332,-0.0015678,-1.19,-0.83%,34.0,-16.0,11.0,-5.0
EURUSD,15m,2024-09-06 16:15:00,1.1107,3.66e-05,2024-09-06 16:30:00,1.1095,8e-07,-0.0012,-0.11%,75.0,25.0,10.0,35.0
EURUSD,60m,2024-09-06 13:00:00,1.1125,-0.0001174,2024-09-06 16:00:00,1.1095,-0.0003688,-0.003,-0.27%,75.0,25.0,0.0,25.0
EURUSD,90m,2024-09-06 06:00:00,1.1121,4.61e-05,2024-09-06 16:30:00,1.1095,-0.0003624,-0.0026,-0.23%,75.0,25.0,-11.0,14.0
GBPUSD,15m,2024-09-06 15:00:00,1.3175,-0.0001535,2024-09-06 16:30:00,1.3142,-0.0004252,-0.0033,-0.25%,91.0,41.0,0.0,41.0
GBPUSD,60m,2024-09-06 13:00:00,1.3211,4.61e-05,2024-09-06 16:00:00,1.3142,-0.0004242,-0.0069,-0.52%,91.0,41.0,14.0,55.0
GBPUSD,90m,2024-09-06 12:00:00,1.3186,-0.0001334,2024-09-06 16:30:00,1.3142,-0.0005042,-0.0044,-0.33%,91.0,41.0,0.0,41.0
AUDUSD,15m,2024-09-06 15:30:00,0.671,-0.0003692,2024-09-06 16:30:00,0.6684,-0.0005448,-0.0026,-0.38%,68.0,18.0,0.0,18.0
AUDUSD,60m,2024-09-06 13:00:00,0.6752,6.09e-05,2024-09-06 16:00:00,0.6684,-0.00053,-0.0068,-1.00%,68.0,18.0,28.0,46.0
AUDUSD,90m,2024-09-06 00:00:00,0.6744,0.0002204,2024-09-06 16:30:00,0.6684,-0.0005701,-0.006,-0.89%,68.0,18.0,0.0,18.0
USDCAD,15m,2024-09-06 15:15:00,1.3534,0.0003982,2024-09-06 16:30:00,1.3557,0.0005243,0.0023,0.17%,13.0,-37.0,-10.0,-47.0
USDCAD,60m,2024-09-06 09:00:00,1.3502,6.6e-06,2024-09-06 16:00:00,1.3557,0.0006536,0.0055,0.41%,13.0,-37.0,28.0,-9.0
USDCAD,90m,2024-09-05 15:00:00,1.3523,3.76e-05,2024-09-06 16:30:00,1.3559,0.0006601,0.0036,0.27%,13.0,-37.0,11.0,-26.0
