Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-08-28 05:30:00,144.467,0.0153611,2024-08-28 06:00:00,144.329,-0.0050099,-0.138,-0.10%,52.0,2.0,0.0,2.0
USDJPY,60m,2024-08-27 09:00:00,145.059,0.06516,2024-08-28 06:00:00,144.329,0.0438914,-0.73,-0.50%,52.0,2.0,14.0,16.0
USDJPY,90m,2024-08-27 07:30:00,144.997,0.11269,2024-08-28 06:00:00,144.329,0.024541,-0.668,-0.46%,52.0,2.0,0.0,2.0
EURUSD,15m,2024-08-28 05:00:00,1.1171,-0.0001044,2024-08-28 06:00:00,1.1158,-0.0001352,-0.0012,-0.11%,87.0,37.0,10.0,47.0
EURUSD,60m,2024-08-27 19:00:00,1.1189,0.0002011,2024-08-28 06:00:00,1.1158,-0.0002692,-0.0031,-0.28%,87.0,37.0,0.0,37.0
EURUSD,90m,2024-08-27 18:00:00,1.1189,3.77e-05,2024-08-28 06:00:00,1.1158,-0.0002294,-0.0031,-0.28%,87.0,37.0,0.0,37.0
GBPUSD,15m,2024-08-28 05:00:00,1.3249,-9.53e-05,2024-08-28 06:00:00,1.3238,-0.0001289,-0.0011,-0.08%,93.0,43.0,0.0,43.0
GBPUSD,60m,2024-08-27 20:00:00,1.3262,0.0004395,2024-08-28 06:00:00,1.3238,-0.0003277,-0.0025,-0.19%,93.0,43.0,-28.0,15.0
GBPUSD,90m,2024-08-27 19:30:00,1.3262,0.0004059,2024-08-28 06:00:00,1.3238,-0.0001834,-0.0025,-0.19%,93.0,43.0,-11.0,32.0
AUDUSD,15m,2024-08-28 05:00:00,0.6802,1.1e-05,2024-08-28 06:00:00,0.6792,-9.63e-05,-0.0009,-0.14%,88.0,38.0,-10.0,28.0
AUDUSD,60m,2024-08-28 02:00:00,0.6802,9.31e-05,2024-08-28 06:00:00,0.6792,2.15e-05,-0.0009,-0.14%,88.0,38.0,0.0,38.0
AUDUSD,90m,2024-08-28 01:30:00,0.6802,9.94e-05,2024-08-28 06:00:00,0.6792,1.93e-05,-0.0009,-0.14%,88.0,38.0,0.0,38.0
USDCAD,15m,2024-08-28 05:45:00,1.3454,8.12e-05,2024-08-28 06:00:00,1.3449,5.35e-05,-0.0005,-0.03%,11.0,-39.0,0.0,-39.0
USDCAD,60m,2024-08-27 12:00:00,1.3478,6.75e-05,2024-08-28 06:00:00,1.3449,0.0001757,-0.0029,-0.21%,11.0,-39.0,0.0,-39.0
USDCAD,90m,2024-08-27 12:00:00,1.3473,0.0001652,2024-08-28 06:00:00,1.3449,0.0001871,-0.0024,-0.18%,11.0,-39.0,0.0,-39.0
