Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-09-06 02:30:00,143.32,-0.006326,2024-09-06 06:30:00,142.475,-0.0625193,-0.845,-0.59%,31.0,-19.0,10.0,-9.0
USDJPY,60m,2024-09-05 15:00:00,143.912,0.0690581,2024-09-06 06:00:00,142.471,-0.0382662,-1.441,-1.00%,31.0,-19.0,14.0,-5.0
USDJPY,90m,2024-09-02 15:00:00,147.011,0.0646878,2024-09-06 06:00:00,142.471,0.0019266,-4.54,-3.09%,31.0,-19.0,55.0,36.0
EURUSD,15m,2024-09-06 06:00:00,1.1121,2.88e-05,2024-09-06 06:30:00,1.1119,3.6e-06,-0.0002,-0.02%,77.0,27.0,0.0,27.0
EURUSD,60m,2024-09-05 14:00:00,1.111,0.0001097,2024-09-06 06:00:00,1.1119,-4.6e-06,0.0009,0.08%,77.0,27.0,-0.0,27.0
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003311,2024-09-06 06:00:00,1.1119,3.03e-05,0.0043,0.39%,77.0,27.0,-22.0,5.0
GBPUSD,15m,2024-09-06 06:00:00,1.3181,9.8e-06,2024-09-06 06:30:00,1.3174,-3.1e-05,-0.0007,-0.05%,90.0,40.0,0.0,40.0
GBPUSD,60m,2024-09-05 22:00:00,1.3181,7.52e-05,2024-09-06 06:00:00,1.3174,-0.000121,-0.0007,-0.06%,90.0,40.0,0.0,40.0
GBPUSD,90m,2024-09-04 16:30:00,1.315,0.0005653,2024-09-06 06:00:00,1.3174,-6.46e-05,0.0024,0.18%,90.0,40.0,-22.0,18.0
AUDUSD,15m,2024-09-06 05:45:00,0.6734,-1.23e-05,2024-09-06 06:30:00,0.6721,-7.71e-05,-0.0014,-0.20%,68.0,18.0,0.0,18.0
AUDUSD,60m,2024-09-05 22:00:00,0.6744,0.000139,2024-09-06 06:00:00,0.6721,-0.0001817,-0.0023,-0.34%,68.0,18.0,0.0,18.0
AUDUSD,90m,2024-09-06 00:00:00,0.6744,0.0002204,2024-09-06 06:00:00,0.6721,-5.72e-05,-0.0023,-0.34%,68.0,18.0,0.0,18.0
USDCAD,15m,2024-09-06 02:00:00,1.3503,4.07e-05,2024-09-06 06:30:00,1.3502,3.01e-05,-0.0001,-0.01%,13.0,-37.0,0.0,-37.0
USDCAD,60m,2024-09-05 15:00:00,1.3518,0.0001601,2024-09-06 06:00:00,1.3502,-2.46e-05,-0.0016,-0.12%,13.0,-37.0,0.0,-37.0
USDCAD,90m,2024-09-05 15:00:00,1.3523,3.76e-05,2024-09-06 06:00:00,1.3502,-6.6e-05,-0.0022,-0.16%,13.0,-37.0,0.0,-37.0
