Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-09-05 10:45:00,143.605,0.0132261,2024-09-05 14:30:00,143.155,-0.0321815,-0.45,-0.31%,35.0,-15.0,0.0,-15.0
USDJPY,60m,2024-09-05 08:00:00,143.609,0.0269964,2024-09-05 14:00:00,143.172,0.023287,-0.437,-0.30%,35.0,-15.0,0.0,-15.0
USDJPY,90m,2024-09-02 15:00:00,147.011,0.0646884,2024-09-05 13:30:00,143.15,-0.0106492,-3.861,-2.63%,35.0,-15.0,44.0,29.0
EURUSD,15m,2024-09-05 14:30:00,1.111,-1.98e-05,2024-09-05 14:45:00,1.1104,-3.99e-05,-0.0006,-0.06%,73.0,23.0,0.0,23.0
EURUSD,60m,2024-09-05 11:00:00,1.1102,0.0001237,2024-09-05 14:00:00,1.1104,7.04e-05,0.0001,0.01%,73.0,23.0,-0.0,23.0
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.000331,2024-09-05 13:30:00,1.1104,0.0002733,0.0028,0.26%,73.0,23.0,-0.0,23.0
GBPUSD,15m,2024-09-05 13:15:00,1.3179,6.02e-05,2024-09-05 14:45:00,1.3173,4.18e-05,-0.0005,-0.04%,90.0,40.0,0.0,40.0
GBPUSD,60m,2024-09-05 09:00:00,1.317,6.74e-05,2024-09-05 14:00:00,1.3173,0.0001106,0.0004,0.03%,90.0,40.0,0.0,40.0
GBPUSD,90m,2024-09-04 09:00:00,1.3123,0.0002407,2024-09-05 13:30:00,1.3173,0.0003234,0.0051,0.39%,90.0,40.0,-11.0,29.0
AUDUSD,15m,2024-09-05 13:15:00,0.6736,8.14e-05,2024-09-05 14:30:00,0.6739,0.0001219,0.0003,0.04%,67.0,17.0,0.0,17.0
AUDUSD,60m,2024-09-05 09:00:00,0.6734,7.03e-05,2024-09-05 14:00:00,0.6739,0.000133,0.0006,0.08%,67.0,17.0,0.0,17.0
AUDUSD,90m,2024-09-04 13:30:00,0.6733,0.0004,2024-09-05 13:30:00,0.6739,0.0002848,0.0006,0.09%,67.0,17.0,-0.0,17.0
USDCAD,15m,2024-09-05 13:30:00,1.3521,5.99e-05,2024-09-05 14:30:00,1.351,-1.91e-05,-0.0011,-0.08%,14.0,-36.0,10.0,-26.0
USDCAD,60m,2024-09-04 18:00:00,1.3523,-0.0004684,2024-09-05 14:00:00,1.351,0.0001389,-0.0013,-0.10%,14.0,-36.0,42.0,6.0
USDCAD,90m,2024-09-04 12:00:00,1.3558,-5.25e-05,2024-09-05 13:30:00,1.351,-6.03e-05,-0.0048,-0.35%,14.0,-36.0,11.0,-25.0
