Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-09-06 09:00:00,142.705,0.0207116,2024-09-06 13:15:00,143.125,0.056522,0.42,0.29%,37.0,-13.0,0.0,-13.0
USDJPY,60m,2024-09-05 15:00:00,143.912,0.0690581,2024-09-06 13:00:00,143.121,0.0440381,-0.791,-0.55%,37.0,-13.0,14.0,1.0
USDJPY,90m,2024-09-02 15:00:00,147.011,0.0646878,2024-09-06 12:00:00,143.121,0.0362416,-3.89,-2.65%,37.0,-13.0,44.0,31.0
EURUSD,15m,2024-09-06 12:30:00,1.1111,-7.48e-05,2024-09-06 13:15:00,1.1105,-8.07e-05,-0.0006,-0.06%,76.0,26.0,0.0,26.0
EURUSD,60m,2024-09-06 07:00:00,1.1123,1.45e-05,2024-09-06 13:00:00,1.1105,-0.0002435,-0.0019,-0.17%,76.0,26.0,-14.0,12.0
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003311,2024-09-06 12:00:00,1.1105,-0.0002006,0.003,0.27%,76.0,26.0,-11.0,15.0
GBPUSD,15m,2024-09-06 12:45:00,1.3179,6.67e-05,2024-09-06 13:15:00,1.3172,3.36e-05,-0.0006,-0.05%,90.0,40.0,0.0,40.0
GBPUSD,60m,2024-09-06 07:00:00,1.3189,-3.5e-05,2024-09-06 13:00:00,1.3172,-0.0002015,-0.0017,-0.13%,90.0,40.0,0.0,40.0
GBPUSD,90m,2024-09-06 06:00:00,1.3184,-1.4e-06,2024-09-06 12:00:00,1.3172,-0.000221,-0.0012,-0.09%,90.0,40.0,0.0,40.0
AUDUSD,15m,2024-09-06 10:45:00,0.6742,9.71e-05,2024-09-06 13:15:00,0.6727,-0.0001153,-0.0015,-0.22%,68.0,18.0,-10.0,8.0
AUDUSD,60m,2024-09-06 10:00:00,0.6742,-1.63e-05,2024-09-06 13:00:00,0.6727,-9.65e-05,-0.0015,-0.22%,68.0,18.0,0.0,18.0
AUDUSD,90m,2024-09-06 00:00:00,0.6744,0.0002204,2024-09-06 12:00:00,0.6727,-5.99e-05,-0.0017,-0.25%,68.0,18.0,-11.0,7.0
USDCAD,15m,2024-09-06 09:30:00,1.3504,0.0001264,2024-09-06 13:15:00,1.3497,2.46e-05,-0.0007,-0.05%,13.0,-37.0,0.0,-37.0
USDCAD,60m,2024-09-06 09:00:00,1.3502,6.6e-06,2024-09-06 13:00:00,1.3497,3.49e-05,-0.0005,-0.04%,13.0,-37.0,0.0,-37.0
USDCAD,90m,2024-09-05 15:00:00,1.3523,3.76e-05,2024-09-06 12:00:00,1.3497,-2.63e-05,-0.0027,-0.20%,13.0,-37.0,0.0,-37.0
