Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-08-30 17:45:00,146.225,0.0457542,2024-08-30 20:00:00,146.132,-0.0224507,-0.093,-0.06%,50.0,0.0,-20.0,-20.0
USDJPY,60m,2024-08-29 21:00:00,144.975,-0.0054288,2024-08-30 20:00:00,146.132,0.0900297,1.157,0.80%,50.0,0.0,0.0,0.0
USDJPY,90m,2024-08-29 13:30:00,145.363,0.0557053,2024-08-30 19:30:00,146.132,0.118092,0.769,0.53%,50.0,0.0,0.0,0.0
EURUSD,15m,2024-08-30 19:30:00,1.1057,4.42e-05,2024-08-30 20:00:00,1.1053,4.81e-05,-0.0004,-0.03%,53.0,3.0,0.0,3.0
EURUSD,60m,2024-08-30 07:00:00,1.1088,0.0002202,2024-08-30 20:00:00,1.1053,-0.0001623,-0.0034,-0.31%,53.0,3.0,0.0,3.0
EURUSD,90m,2024-08-29 04:30:00,1.114,0.0001981,2024-08-30 19:30:00,1.1053,-9.74e-05,-0.0086,-0.77%,53.0,3.0,22.0,25.0
GBPUSD,15m,2024-08-30 19:30:00,1.3124,0.0001065,2024-08-30 20:00:00,1.312,0.0001358,-0.0005,-0.04%,89.0,39.0,0.0,39.0
GBPUSD,60m,2024-08-30 08:00:00,1.3192,0.0003251,2024-08-30 20:00:00,1.312,-0.0004846,-0.0072,-0.54%,89.0,39.0,0.0,39.0
GBPUSD,90m,2024-08-30 07:30:00,1.3192,0.0001862,2024-08-30 19:30:00,1.312,-0.0004892,-0.0072,-0.54%,89.0,39.0,0.0,39.0
AUDUSD,15m,2024-08-30 19:45:00,0.6767,0.0001627,2024-08-30 20:00:00,0.6765,0.0001691,-0.0002,-0.03%,82.0,32.0,0.0,32.0
AUDUSD,60m,2024-08-30 08:00:00,0.6811,3.61e-05,2024-08-30 20:00:00,0.6765,-0.0004008,-0.0045,-0.66%,82.0,32.0,14.0,46.0
AUDUSD,90m,2024-08-29 10:30:00,0.6823,0.0003638,2024-08-30 19:30:00,0.6765,-0.0005129,-0.0058,-0.85%,82.0,32.0,0.0,32.0
USDCAD,15m,2024-08-30 17:30:00,1.3505,0.0002168,2024-08-30 20:00:00,1.3487,-0.0001958,-0.0018,-0.13%,9.0,-41.0,-20.0,-61.0
USDCAD,60m,2024-08-30 17:00:00,1.3502,0.0001092,2024-08-30 20:00:00,1.3487,4.34e-05,-0.0015,-0.11%,9.0,-41.0,0.0,-41.0
USDCAD,90m,2024-08-30 16:30:00,1.3502,0.0001433,2024-08-30 19:30:00,1.3487,8.58e-05,-0.0015,-0.11%,9.0,-41.0,0.0,-41.0
