Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-28 08:45:00,144.5610,-0.0099804,2024-08-28 12:00:00,144.4690,0.0046900,-0.0920,-0.06%,49.00%
USDJPY,60m,2024-08-28 08:00:00,144.5610,0.0638934,2024-08-28 12:00:00,144.4690,0.0349789,-0.0920,-0.06%,49.00%
USDJPY,90m,2024-08-27 07:30:00,144.9970,0.1126900,2024-08-28 12:00:00,144.4690,0.0407346,-0.5280,-0.36%,49.00%
EURUSD,15m,2024-08-28 10:15:00,1.1147,0.0000091,2024-08-28 12:00:00,1.1131,-0.0001233,-0.0016,-0.14%,82.00%
EURUSD,60m,2024-08-28 08:00:00,1.1161,-0.0003368,2024-08-28 12:00:00,1.1131,-0.0005059,-0.0030,-0.27%,82.00%
EURUSD,90m,2024-08-27 18:00:00,1.1189,0.0000377,2024-08-28 12:00:00,1.1131,-0.0005706,-0.0059,-0.52%,82.00%
GBPUSD,15m,2024-08-28 10:15:00,1.3237,0.0000982,2024-08-28 12:00:00,1.3223,-0.0000467,-0.0014,-0.11%,93.00%
GBPUSD,60m,2024-08-27 20:00:00,1.3262,0.0004395,2024-08-28 12:00:00,1.3223,-0.0005224,-0.0039,-0.30%,93.00%
GBPUSD,90m,2024-08-27 19:30:00,1.3262,0.0004059,2024-08-28 12:00:00,1.3223,-0.0005347,-0.0039,-0.30%,93.00%
AUDUSD,15m,2024-08-28 10:45:00,0.6795,0.0000120,2024-08-28 12:00:00,0.6790,-0.0000562,-0.0005,-0.08%,87.00%
AUDUSD,60m,2024-08-28 09:00:00,0.6797,-0.0000221,2024-08-28 12:00:00,0.6790,-0.0001186,-0.0008,-0.11%,87.00%
AUDUSD,90m,2024-08-28 01:30:00,0.6802,0.0000994,2024-08-28 12:00:00,0.6790,-0.0001051,-0.0012,-0.18%,87.00%
USDCAD,15m,2024-08-28 11:30:00,1.3463,0.0000224,2024-08-28 12:00:00,1.3459,-0.0000073,-0.0004,-0.03%,11.00%
USDCAD,60m,2024-08-28 06:00:00,1.3464,0.0002689,2024-08-28 12:00:00,1.3459,0.0002707,-0.0005,-0.03%,11.00%
USDCAD,90m,2024-08-27 12:00:00,1.3473,0.0001652,2024-08-28 12:00:00,1.3459,0.0003650,-0.0014,-0.10%,11.00%
