Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-29 13:45:00,145.4000,0.0846265,2024-08-29 15:30:00,145.4240,0.0484032,0.0240,0.02%,37.00%
USDJPY,60m,2024-08-29 08:00:00,144.7280,0.0094634,2024-08-29 15:00:00,145.4240,0.0883641,0.6960,0.48%,37.00%
USDJPY,90m,2024-08-27 07:30:00,144.9970,0.1126901,2024-08-29 15:00:00,145.4240,0.0841739,0.4270,0.29%,37.00%
EURUSD,15m,2024-08-29 14:45:00,1.1085,-0.0000056,2024-08-29 15:30:00,1.1059,-0.0002123,-0.0026,-0.23%,66.00%
EURUSD,60m,2024-08-29 11:00:00,1.1101,-0.0002234,2024-08-29 15:00:00,1.1059,-0.0005095,-0.0042,-0.38%,66.00%
EURUSD,90m,2024-08-29 04:30:00,1.1140,0.0001981,2024-08-29 15:00:00,1.1059,-0.0005159,-0.0080,-0.72%,66.00%
GBPUSD,15m,2024-08-29 14:15:00,1.3164,-0.0002734,2024-08-29 15:30:00,1.3152,-0.0001611,-0.0012,-0.09%,92.00%
GBPUSD,60m,2024-08-29 08:00:00,1.3221,0.0004031,2024-08-29 15:00:00,1.3152,-0.0004790,-0.0068,-0.52%,92.00%
GBPUSD,90m,2024-08-29 06:00:00,1.3222,0.0000683,2024-08-29 15:00:00,1.3152,-0.0005032,-0.0069,-0.52%,92.00%
AUDUSD,15m,2024-08-29 15:15:00,0.6794,-0.0003196,2024-08-29 15:30:00,0.6791,-0.0002897,-0.0003,-0.05%,89.00%
AUDUSD,60m,2024-08-29 11:00:00,0.6823,0.0003243,2024-08-29 15:00:00,0.6791,-0.0001632,-0.0032,-0.48%,89.00%
AUDUSD,90m,2024-08-29 10:30:00,0.6823,0.0003638,2024-08-29 15:00:00,0.6791,-0.0000280,-0.0032,-0.48%,89.00%
USDCAD,15m,2024-08-29 14:30:00,1.3485,0.0003400,2024-08-29 15:30:00,1.3485,0.0002056,-0.0000,-0.00%,8.00%
USDCAD,60m,2024-08-29 09:00:00,1.3467,-0.0001544,2024-08-29 15:00:00,1.3485,0.0001972,0.0018,0.13%,8.00%
USDCAD,90m,2024-08-28 18:00:00,1.3481,0.0004810,2024-08-29 15:00:00,1.3482,0.0001955,0.0001,0.01%,8.00%
