Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-27 09:30:00,145.1040,0.0240325,2024-08-27 14:15:00,144.4290,-0.0394931,-0.6750,-0.47%,47.00%
USDJPY,60m,2024-08-27 09:00:00,145.0590,0.0651600,2024-08-27 14:00:00,144.4290,-0.0394854,-0.6300,-0.43%,47.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-27 13:30:00,144.4290,0.0351138,-1.8960,-1.30%,47.00%
EURUSD,15m,2024-08-27 12:15:00,1.1172,-0.0000369,2024-08-27 14:15:00,1.1166,-0.0000522,-0.0006,-0.06%,87.00%
EURUSD,60m,2024-08-27 10:00:00,1.1172,0.0000021,2024-08-27 14:00:00,1.1166,-0.0000563,-0.0006,-0.06%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-27 13:30:00,1.1166,-0.0001816,-0.0036,-0.32%,87.00%
GBPUSD,15m,2024-08-27 12:15:00,1.3221,-0.0001428,2024-08-27 14:15:00,1.3219,-0.0001796,-0.0002,-0.02%,93.00%
GBPUSD,60m,2024-08-27 10:00:00,1.3236,0.0003131,2024-08-27 14:00:00,1.3219,0.0001814,-0.0017,-0.13%,93.00%
GBPUSD,90m,2024-08-27 09:00:00,1.3236,-0.0000223,2024-08-27 13:30:00,1.3219,0.0000045,-0.0017,-0.13%,93.00%
AUDUSD,15m,2024-08-27 12:15:00,0.6787,0.0000315,2024-08-27 14:15:00,0.6775,-0.0001112,-0.0012,-0.18%,88.00%
AUDUSD,60m,2024-08-27 12:00:00,0.6784,-0.0000056,2024-08-27 14:00:00,0.6775,-0.0000878,-0.0009,-0.14%,88.00%
AUDUSD,90m,2024-08-27 06:00:00,0.6787,-0.0000873,2024-08-27 13:30:00,0.6775,-0.0001680,-0.0012,-0.18%,88.00%
USDCAD,15m,2024-08-27 13:30:00,1.3480,0.0001630,2024-08-27 14:15:00,1.3469,0.0000869,-0.0011,-0.08%,11.00%
USDCAD,60m,2024-08-26 20:00:00,1.3487,0.0000616,2024-08-27 14:00:00,1.3469,0.0000815,-0.0017,-0.13%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-27 13:30:00,1.3469,0.0001796,-0.0144,-1.06%,11.00%
