Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-27 09:30:00,145.1040,0.0240325,2024-08-27 16:00:00,144.2590,-0.0161240,-0.8450,-0.58%,46.00%
USDJPY,60m,2024-08-27 09:00:00,145.0590,0.0651600,2024-08-27 16:00:00,144.2590,-0.0686921,-0.8000,-0.55%,46.00%
USDJPY,90m,2024-08-27 07:30:00,144.9970,0.1126900,2024-08-27 15:00:00,144.2590,0.0016648,-0.7380,-0.51%,46.00%
EURUSD,15m,2024-08-27 15:15:00,1.1173,0.0000877,2024-08-27 16:00:00,1.1173,0.0001181,0.0000,0.00%,87.00%
EURUSD,60m,2024-08-27 02:00:00,1.1172,-0.0001172,2024-08-27 16:00:00,1.1173,0.0000336,0.0001,0.01%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-27 15:00:00,1.1173,-0.0000949,-0.0029,-0.26%,87.00%
GBPUSD,15m,2024-08-27 15:15:00,1.3239,0.0001040,2024-08-27 16:00:00,1.3238,0.0001516,-0.0001,-0.01%,93.00%
GBPUSD,60m,2024-08-27 10:00:00,1.3236,0.0003131,2024-08-27 16:00:00,1.3238,0.0003098,0.0002,0.01%,93.00%
GBPUSD,90m,2024-08-27 09:00:00,1.3236,-0.0000223,2024-08-27 15:00:00,1.3238,0.0001737,0.0002,0.02%,93.00%
AUDUSD,15m,2024-08-27 15:30:00,0.6783,0.0000172,2024-08-27 16:00:00,0.6783,0.0000637,0.0000,0.00%,88.00%
AUDUSD,60m,2024-08-27 12:00:00,0.6784,-0.0000056,2024-08-27 16:00:00,0.6783,-0.0000354,-0.0001,-0.02%,88.00%
AUDUSD,90m,2024-08-27 06:00:00,0.6787,-0.0000873,2024-08-27 15:00:00,0.6783,-0.0001304,-0.0004,-0.06%,88.00%
USDCAD,15m,2024-08-27 13:30:00,1.3480,0.0001630,2024-08-27 16:00:00,1.3454,-0.0001759,-0.0026,-0.20%,11.00%
USDCAD,60m,2024-08-27 12:00:00,1.3478,0.0000675,2024-08-27 16:00:00,1.3454,-0.0000875,-0.0024,-0.18%,11.00%
USDCAD,90m,2024-08-27 12:00:00,1.3473,0.0001652,2024-08-27 15:00:00,1.3454,0.0000735,-0.0019,-0.14%,11.00%
