Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-03 18:45:00,145.8960,0.0361262,2024-09-03 22:30:00,145.3890,-0.0320772,-0.5070,-0.35%,43.00%
USDJPY,60m,2024-09-03 18:00:00,145.8960,-0.0491414,2024-09-03 22:00:00,145.3890,-0.0471937,-0.5070,-0.35%,43.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646880,2024-09-03 22:30:00,145.3890,-0.1243697,-1.6220,-1.10%,43.00%
EURUSD,15m,2024-09-03 20:45:00,1.1045,0.0001114,2024-09-03 22:30:00,1.1047,0.0001101,0.0002,0.02%,45.00%
EURUSD,60m,2024-09-03 14:00:00,1.1066,-0.0000780,2024-09-03 22:00:00,1.1047,0.0000153,-0.0018,-0.17%,45.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003310,2024-09-03 22:30:00,1.1047,-0.0000145,-0.0028,-0.25%,45.00%
GBPUSD,15m,2024-09-03 18:15:00,1.3099,-0.0000372,2024-09-03 22:30:00,1.3114,0.0002257,0.0015,0.12%,87.00%
GBPUSD,60m,2024-09-03 13:00:00,1.3130,-0.0000573,2024-09-03 22:00:00,1.3114,0.0000447,-0.0016,-0.12%,87.00%
GBPUSD,90m,2024-09-02 19:30:00,1.3148,0.0003609,2024-09-03 22:30:00,1.3114,-0.0000164,-0.0033,-0.25%,87.00%
AUDUSD,15m,2024-09-03 22:00:00,0.6718,0.0000857,2024-09-03 22:30:00,0.6712,0.0000737,-0.0005,-0.08%,67.00%
AUDUSD,60m,2024-09-02 18:00:00,0.6795,0.0003012,2024-09-03 22:00:00,0.6712,-0.0000955,-0.0083,-1.22%,67.00%
AUDUSD,90m,2024-09-02 18:00:00,0.6796,0.0003049,2024-09-03 22:30:00,0.6712,-0.0003163,-0.0084,-1.24%,67.00%
USDCAD,15m,2024-09-03 20:30:00,1.3553,-0.0000703,2024-09-03 22:30:00,1.3549,-0.0000640,-0.0004,-0.03%,19.00%
USDCAD,60m,2024-09-03 05:00:00,1.3527,0.0003056,2024-09-03 22:00:00,1.3549,-0.0000011,0.0022,0.16%,19.00%
USDCAD,90m,2024-08-30 16:30:00,1.3502,0.0001433,2024-09-03 22:30:00,1.3549,0.0001649,0.0047,0.35%,19.00%
