Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-03 05:45:00,146.5310,-0.0214440,2024-09-03 06:30:00,146.3050,-0.0271283,-0.2260,-0.15%,46.00%
USDJPY,60m,2024-09-03 01:00:00,147.1210,-0.0390462,2024-09-03 06:00:00,146.3050,-0.1095857,-0.8160,-0.55%,46.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646880,2024-09-03 06:00:00,146.3050,-0.1121953,-0.7060,-0.48%,46.00%
EURUSD,15m,2024-09-03 03:00:00,1.1072,0.0000013,2024-09-03 06:30:00,1.1061,-0.0000275,-0.0011,-0.10%,50.00%
EURUSD,60m,2024-09-02 20:00:00,1.1075,0.0001785,2024-09-03 06:00:00,1.1061,-0.0001359,-0.0015,-0.13%,50.00%
EURUSD,90m,2024-08-29 04:30:00,1.1140,0.0001981,2024-09-03 06:00:00,1.1061,0.0000139,-0.0079,-0.71%,50.00%
GBPUSD,15m,2024-09-03 03:00:00,1.3146,0.0000297,2024-09-03 06:30:00,1.3124,-0.0001002,-0.0023,-0.17%,90.00%
GBPUSD,60m,2024-09-02 15:00:00,1.3153,0.0003663,2024-09-03 06:00:00,1.3124,-0.0001798,-0.0029,-0.22%,90.00%
GBPUSD,90m,2024-09-02 19:30:00,1.3148,0.0003609,2024-09-03 06:00:00,1.3124,-0.0000211,-0.0024,-0.18%,90.00%
AUDUSD,15m,2024-09-03 02:45:00,0.6782,-0.0001095,2024-09-03 06:30:00,0.6743,-0.0001105,-0.0039,-0.58%,81.00%
AUDUSD,60m,2024-09-02 18:00:00,0.6795,0.0003012,2024-09-03 06:00:00,0.6743,-0.0005685,-0.0052,-0.76%,81.00%
AUDUSD,90m,2024-09-02 18:00:00,0.6796,0.0003049,2024-09-03 06:00:00,0.6743,-0.0004466,-0.0053,-0.78%,81.00%
USDCAD,15m,2024-09-03 05:30:00,1.3529,0.0002254,2024-09-03 06:30:00,1.3524,0.0000607,-0.0005,-0.04%,12.00%
USDCAD,60m,2024-09-02 14:00:00,1.3501,-0.0000174,2024-09-03 06:00:00,1.3524,0.0003221,0.0024,0.18%,12.00%
USDCAD,90m,2024-08-30 16:30:00,1.3502,0.0001433,2024-09-03 06:00:00,1.3524,0.0002954,0.0022,0.17%,12.00%
