Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-04 13:15:00,145.1340,0.0060012,2024-09-04 15:00:00,144.2340,-0.0572023,-0.9000,-0.62%,40.00%
USDJPY,60m,2024-09-04 09:00:00,145.2060,-0.0089493,2024-09-04 15:00:00,144.2340,-0.0406491,-0.9720,-0.67%,40.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646880,2024-09-04 15:00:00,144.2220,-0.0870356,-2.7890,-1.90%,40.00%
EURUSD,15m,2024-09-04 14:15:00,1.1058,0.0000274,2024-09-04 15:00:00,1.1075,0.0001835,0.0017,0.16%,48.00%
EURUSD,60m,2024-09-04 06:00:00,1.1061,0.0002457,2024-09-04 15:00:00,1.1075,0.0001801,0.0015,0.13%,48.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003310,2024-09-04 15:00:00,1.1075,0.0002667,0.0000,0.00%,48.00%
GBPUSD,15m,2024-09-04 12:45:00,1.3120,-0.0000445,2024-09-04 15:00:00,1.3149,0.0002924,0.0029,0.22%,86.00%
GBPUSD,60m,2024-09-03 21:00:00,1.3116,-0.0000284,2024-09-04 15:00:00,1.3149,0.0004267,0.0033,0.25%,86.00%
GBPUSD,90m,2024-09-04 09:00:00,1.3123,0.0002407,2024-09-04 15:00:00,1.3149,0.0004862,0.0026,0.20%,86.00%
AUDUSD,15m,2024-09-04 12:15:00,0.6722,0.0001015,2024-09-04 15:00:00,0.6737,0.0001581,0.0015,0.23%,59.00%
AUDUSD,60m,2024-09-02 18:00:00,0.6795,0.0003012,2024-09-04 15:00:00,0.6737,0.0005470,-0.0058,-0.86%,59.00%
AUDUSD,90m,2024-09-02 18:00:00,0.6796,0.0003049,2024-09-04 15:00:00,0.6737,0.0005145,-0.0059,-0.87%,59.00%
USDCAD,15m,2024-09-04 13:00:00,1.3558,-0.0000210,2024-09-04 15:00:00,1.3518,-0.0003886,-0.0040,-0.30%,20.00%
USDCAD,60m,2024-09-04 09:00:00,1.3563,-0.0000608,2024-09-04 15:00:00,1.3517,-0.0003747,-0.0045,-0.33%,20.00%
USDCAD,90m,2024-09-04 12:00:00,1.3558,-0.0000525,2024-09-04 15:00:00,1.3518,-0.0004077,-0.0040,-0.29%,20.00%
