Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 17:30:00,144.5700,0.0288862,2024-08-26 19:45:00,144.6050,0.0005438,0.0350,0.02%,48.00%
USDJPY,60m,2024-08-26 06:00:00,144.0520,-0.0342213,2024-08-26 19:00:00,144.5970,0.1338339,0.5450,0.38%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-26 19:30:00,144.5970,0.1145262,-1.7280,-1.18%,48.00%
EURUSD,15m,2024-08-26 18:00:00,1.1178,0.0001278,2024-08-26 19:45:00,1.1164,-0.0000533,-0.0014,-0.12%,87.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003981,2024-08-26 19:00:00,1.1164,-0.0003077,-0.0015,-0.13%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-26 19:30:00,1.1164,-0.0003842,-0.0038,-0.33%,87.00%
GBPUSD,15m,2024-08-26 18:00:00,1.3206,0.0000932,2024-08-26 19:45:00,1.3190,-0.0000529,-0.0015,-0.11%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004348,2024-08-26 19:00:00,1.3190,-0.0004070,-0.0014,-0.11%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-26 19:30:00,1.3190,-0.0005352,-0.0009,-0.07%,93.00%
AUDUSD,15m,2024-08-26 18:00:00,0.6785,0.0000719,2024-08-26 19:45:00,0.6778,-0.0000363,-0.0007,-0.11%,88.00%
AUDUSD,60m,2024-08-26 15:00:00,0.6784,-0.0002191,2024-08-26 19:00:00,0.6778,-0.0001765,-0.0006,-0.09%,88.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-26 19:30:00,0.6778,-0.0002036,-0.0019,-0.28%,88.00%
USDCAD,15m,2024-08-26 16:15:00,1.3488,-0.0000689,2024-08-26 19:45:00,1.3477,0.0001202,-0.0010,-0.08%,11.00%
USDCAD,60m,2024-08-26 16:00:00,1.3485,-0.0000274,2024-08-26 19:00:00,1.3477,-0.0000370,-0.0007,-0.05%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-26 19:30:00,1.3477,-0.0000466,-0.0136,-1.00%,11.00%
