Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-04 08:00:00,145.0030,-0.0269988,2024-09-04 09:30:00,145.1680,0.0154467,0.1650,0.11%,41.00%
USDJPY,60m,2024-09-04 03:00:00,145.4430,-0.0164748,2024-09-04 09:00:00,145.1690,-0.0113097,-0.2740,-0.19%,41.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646880,2024-09-04 09:00:00,145.1690,-0.0614658,-1.8420,-1.25%,41.00%
EURUSD,15m,2024-09-04 08:30:00,1.1064,0.0000181,2024-09-04 09:30:00,1.1061,-0.0000356,-0.0004,-0.03%,51.00%
EURUSD,60m,2024-09-03 14:00:00,1.1066,-0.0000780,2024-09-04 09:00:00,1.1061,0.0001953,-0.0005,-0.04%,51.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003310,2024-09-04 09:00:00,1.1061,0.0002347,-0.0015,-0.13%,51.00%
GBPUSD,15m,2024-09-04 05:45:00,1.3119,0.0000848,2024-09-04 09:30:00,1.3126,0.0001016,0.0007,0.06%,87.00%
GBPUSD,60m,2024-09-04 05:00:00,1.3119,0.0001861,2024-09-04 09:00:00,1.3126,0.0002458,0.0007,0.06%,87.00%
GBPUSD,90m,2024-09-04 04:30:00,1.3119,0.0001350,2024-09-04 09:00:00,1.3126,0.0002627,0.0007,0.06%,87.00%
AUDUSD,15m,2024-09-04 08:45:00,0.6709,0.0000838,2024-09-04 09:30:00,0.6717,0.0001132,0.0009,0.13%,56.00%
AUDUSD,60m,2024-09-02 18:00:00,0.6795,0.0003012,2024-09-04 09:00:00,0.6717,0.0002853,-0.0078,-1.15%,56.00%
AUDUSD,90m,2024-09-02 18:00:00,0.6796,0.0003049,2024-09-04 09:00:00,0.6717,0.0001218,-0.0079,-1.16%,56.00%
USDCAD,15m,2024-09-04 09:00:00,1.3552,0.0002006,2024-09-04 09:30:00,1.3544,0.0001385,-0.0008,-0.06%,19.00%
USDCAD,60m,2024-09-03 18:00:00,1.3554,0.0002081,2024-09-04 09:00:00,1.3544,-0.0001808,-0.0010,-0.07%,19.00%
USDCAD,90m,2024-09-03 18:00:00,1.3552,0.0003555,2024-09-04 09:00:00,1.3544,-0.0001659,-0.0008,-0.06%,19.00%
