Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-04 02:30:00,145.4100,0.0194203,2024-09-04 04:00:00,145.4310,0.0346605,0.0210,0.01%,44.00%
USDJPY,60m,2024-09-03 18:00:00,145.8960,-0.0491414,2024-09-04 04:00:00,145.4290,-0.0038860,-0.4670,-0.32%,44.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646880,2024-09-04 03:00:00,145.4310,-0.0853584,-1.5800,-1.07%,44.00%
EURUSD,15m,2024-09-04 03:30:00,1.1058,0.0000551,2024-09-04 04:00:00,1.1058,0.0000315,0.0000,0.00%,47.00%
EURUSD,60m,2024-09-03 14:00:00,1.1066,-0.0000780,2024-09-04 04:00:00,1.1058,0.0002296,-0.0007,-0.07%,47.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003310,2024-09-04 03:00:00,1.1058,0.0001852,-0.0017,-0.15%,47.00%
GBPUSD,15m,2024-09-03 21:45:00,1.3116,0.0002753,2024-09-04 04:00:00,1.3113,0.0000058,-0.0003,-0.02%,87.00%
GBPUSD,60m,2024-09-03 21:00:00,1.3116,-0.0000284,2024-09-04 04:00:00,1.3113,0.0001317,-0.0003,-0.02%,87.00%
GBPUSD,90m,2024-09-02 19:30:00,1.3148,0.0003609,2024-09-04 03:00:00,1.3113,0.0000869,-0.0035,-0.26%,87.00%
AUDUSD,15m,2024-09-04 02:30:00,0.6704,-0.0001213,2024-09-04 04:00:00,0.6704,0.0000567,0.0000,0.00%,63.00%
AUDUSD,60m,2024-09-02 18:00:00,0.6795,0.0003012,2024-09-04 04:00:00,0.6704,0.0000204,-0.0091,-1.34%,63.00%
AUDUSD,90m,2024-09-02 18:00:00,0.6796,0.0003049,2024-09-04 03:00:00,0.6704,-0.0001992,-0.0092,-1.35%,63.00%
USDCAD,15m,2024-09-04 02:00:00,1.3551,0.0000524,2024-09-04 04:00:00,1.3535,-0.0001230,-0.0016,-0.12%,19.00%
USDCAD,60m,2024-09-03 18:00:00,1.3554,0.0002081,2024-09-04 04:00:00,1.3535,-0.0002888,-0.0018,-0.13%,19.00%
USDCAD,90m,2024-09-03 18:00:00,1.3552,0.0003555,2024-09-04 03:00:00,1.3535,-0.0001147,-0.0017,-0.12%,19.00%
