Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-29 09:45:00,144.6890,-0.0083618,2024-08-29 14:15:00,145.3300,0.0962833,0.6410,0.44%,35.00%
USDJPY,60m,2024-08-29 08:00:00,144.7280,0.0094634,2024-08-29 14:00:00,145.3250,0.0690847,0.5970,0.41%,35.00%
USDJPY,90m,2024-08-27 07:30:00,144.9970,0.1126901,2024-08-29 13:30:00,145.3250,0.0532796,0.3280,0.23%,35.00%
EURUSD,15m,2024-08-29 14:00:00,1.1090,0.0000129,2024-08-29 14:15:00,1.1088,0.0000138,-0.0002,-0.02%,67.00%
EURUSD,60m,2024-08-29 11:00:00,1.1101,-0.0002234,2024-08-29 14:00:00,1.1088,-0.0003357,-0.0014,-0.12%,67.00%
EURUSD,90m,2024-08-29 04:30:00,1.1140,0.0001981,2024-08-29 13:30:00,1.1088,-0.0002992,-0.0052,-0.47%,67.00%
GBPUSD,15m,2024-08-29 13:15:00,1.3182,-0.0001064,2024-08-29 14:15:00,1.3163,-0.0002801,-0.0019,-0.14%,93.00%
GBPUSD,60m,2024-08-29 08:00:00,1.3221,0.0004031,2024-08-29 14:00:00,1.3163,-0.0003732,-0.0058,-0.44%,93.00%
GBPUSD,90m,2024-08-29 06:00:00,1.3222,0.0000683,2024-08-29 13:30:00,1.3163,-0.0003421,-0.0059,-0.44%,93.00%
AUDUSD,15m,2024-08-29 13:45:00,0.6805,-0.0002363,2024-08-29 14:15:00,0.6797,-0.0003317,-0.0007,-0.11%,90.00%
AUDUSD,60m,2024-08-29 11:00:00,0.6823,0.0003243,2024-08-29 14:00:00,0.6797,0.0000036,-0.0026,-0.38%,90.00%
AUDUSD,90m,2024-08-29 10:30:00,0.6823,0.0003638,2024-08-29 13:30:00,0.6797,0.0001636,-0.0026,-0.38%,90.00%
USDCAD,15m,2024-08-29 10:30:00,1.3458,0.0000141,2024-08-29 14:15:00,1.3479,0.0002912,0.0021,0.16%,7.00%
USDCAD,60m,2024-08-29 09:00:00,1.3467,-0.0001544,2024-08-29 14:00:00,1.3479,0.0000868,0.0012,0.09%,7.00%
USDCAD,90m,2024-08-28 18:00:00,1.3481,0.0004810,2024-08-29 13:30:00,1.3479,0.0000741,-0.0002,-0.01%,7.00%
