Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-28 18:00:00,144.7940,0.0097012,2024-08-28 20:00:00,144.7140,-0.0020646,-0.0800,-0.06%,48.00%
USDJPY,60m,2024-08-28 14:00:00,144.8470,0.0621280,2024-08-28 20:00:00,144.7140,0.0317892,-0.1330,-0.09%,48.00%
USDJPY,90m,2024-08-27 07:30:00,144.9970,0.1126900,2024-08-28 19:30:00,144.7140,0.0573420,-0.2830,-0.20%,48.00%
EURUSD,15m,2024-08-28 17:45:00,1.1119,0.0000261,2024-08-28 20:00:00,1.1120,0.0000862,0.0001,0.01%,76.00%
EURUSD,60m,2024-08-28 15:00:00,1.1133,-0.0004446,2024-08-28 20:00:00,1.1120,-0.0001642,-0.0014,-0.12%,76.00%
EURUSD,90m,2024-08-27 18:00:00,1.1189,0.0000377,2024-08-28 19:30:00,1.1120,-0.0004734,-0.0070,-0.62%,76.00%
GBPUSD,15m,2024-08-28 17:45:00,1.3187,-0.0001535,2024-08-28 20:00:00,1.3187,0.0001110,0.0001,0.00%,91.00%
GBPUSD,60m,2024-08-28 15:00:00,1.3214,-0.0005688,2024-08-28 20:00:00,1.3187,-0.0005395,-0.0027,-0.20%,91.00%
GBPUSD,90m,2024-08-27 19:30:00,1.3262,0.0004059,2024-08-28 19:30:00,1.3187,-0.0008769,-0.0075,-0.57%,91.00%
AUDUSD,15m,2024-08-28 17:45:00,0.6777,-0.0000616,2024-08-28 20:00:00,0.6780,0.0000748,0.0003,0.05%,86.00%
AUDUSD,60m,2024-08-28 15:00:00,0.6793,-0.0001840,2024-08-28 20:00:00,0.6780,-0.0001871,-0.0013,-0.19%,86.00%
AUDUSD,90m,2024-08-28 01:30:00,0.6802,0.0000994,2024-08-28 19:30:00,0.6780,-0.0002712,-0.0022,-0.32%,86.00%
USDCAD,15m,2024-08-28 19:30:00,1.3484,0.0001703,2024-08-28 20:00:00,1.3474,0.0000410,-0.0010,-0.07%,11.00%
USDCAD,60m,2024-08-28 06:00:00,1.3464,0.0002689,2024-08-28 20:00:00,1.3474,0.0002566,0.0010,0.08%,11.00%
USDCAD,90m,2024-08-27 12:00:00,1.3473,0.0001652,2024-08-28 19:30:00,1.3474,0.0004598,0.0001,0.01%,11.00%
