Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 00:45:00,143.9190,0.0194326,2024-08-26 02:00:00,143.6290,-0.0135117,-0.2900,-0.20%,47.00%
USDJPY,60m,2024-08-23 14:00:00,146.2470,0.0232208,2024-08-26 02:00:00,143.6280,-0.1662626,-2.6190,-1.79%,47.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-26 01:30:00,143.6280,-0.2428143,-2.6970,-1.84%,47.00%
EURUSD,15m,2024-08-26 01:15:00,1.1202,0.0000540,2024-08-26 02:00:00,1.1198,0.0000673,-0.0004,-0.03%,90.00%
EURUSD,60m,2024-08-23 07:00:00,1.1132,0.0001929,2024-08-26 02:00:00,1.1198,0.0003838,0.0066,0.59%,90.00%
EURUSD,90m,2024-08-21 18:00:00,1.1176,0.0001520,2024-08-26 01:30:00,1.1198,0.0007416,0.0023,0.20%,90.00%
GBPUSD,15m,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.00%
GBPUSD,60m,2024-08-23 09:00:00,1.3129,0.0002099,2024-08-26 02:00:00,1.3215,0.0003260,0.0086,0.65%,93.00%
GBPUSD,90m,2024-08-23 15:00:00,1.3221,0.0006112,2024-08-26 01:30:00,1.3215,0.0007430,-0.0006,-0.04%,93.00%
AUDUSD,15m,2024-08-26 01:30:00,0.6793,0.0000134,2024-08-26 02:00:00,0.6794,0.0000312,0.0001,0.02%,89.00%
AUDUSD,60m,2024-08-23 21:00:00,0.6798,0.0007357,2024-08-26 02:00:00,0.6794,0.0002708,-0.0004,-0.06%,89.00%
AUDUSD,90m,2024-08-21 18:00:00,0.6761,-0.0001143,2024-08-26 01:30:00,0.6794,0.0007244,0.0033,0.49%,89.00%
USDCAD,15m,2024-08-26 01:00:00,1.3513,0.0000105,2024-08-26 02:00:00,1.3502,-0.0000871,-0.0011,-0.08%,12.00%
USDCAD,60m,2024-08-23 19:00:00,1.3513,-0.0009162,2024-08-26 02:00:00,1.3502,-0.0001934,-0.0010,-0.08%,12.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-26 01:30:00,1.3502,-0.0006325,-0.0111,-0.81%,12.00%
