Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-05 15:30:00,144.1880,0.0857072,2024-09-05 17:00:00,143.4900,0.0094335,-0.6980,-0.48%,37.00%
USDJPY,60m,2024-09-05 15:00:00,143.9120,0.0690580,2024-09-05 17:00:00,143.4900,0.0675440,-0.4220,-0.29%,37.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646884,2024-09-05 16:30:00,143.4920,0.0535641,-3.5190,-2.39%,37.00%
EURUSD,15m,2024-09-05 14:30:00,1.1110,-0.0000198,2024-09-05 17:00:00,1.1105,-0.0000245,-0.0005,-0.04%,72.00%
EURUSD,60m,2024-09-05 14:00:00,1.1110,0.0001097,2024-09-05 17:00:00,1.1105,-0.0000028,-0.0005,-0.04%,72.00%
EURUSD,90m,2024-09-05 12:00:00,1.1117,0.0003272,2024-09-05 16:30:00,1.1105,0.0001134,-0.0012,-0.11%,72.00%
GBPUSD,15m,2024-09-05 14:15:00,1.3176,0.0000159,2024-09-05 17:00:00,1.3173,-0.0000480,-0.0003,-0.02%,90.00%
GBPUSD,60m,2024-09-05 14:00:00,1.3175,0.0001206,2024-09-05 17:00:00,1.3173,0.0000568,-0.0002,-0.01%,90.00%
GBPUSD,90m,2024-09-05 12:00:00,1.3179,0.0003359,2024-09-05 16:30:00,1.3173,0.0001849,-0.0005,-0.04%,90.00%
AUDUSD,15m,2024-09-05 14:45:00,0.6741,0.0001153,2024-09-05 17:00:00,0.6731,-0.0000802,-0.0010,-0.15%,68.00%
AUDUSD,60m,2024-09-05 14:00:00,0.6741,0.0001429,2024-09-05 17:00:00,0.6731,0.0000376,-0.0010,-0.15%,68.00%
AUDUSD,90m,2024-09-05 13:30:00,0.6741,0.0002947,2024-09-05 16:30:00,0.6731,0.0001660,-0.0010,-0.15%,68.00%
USDCAD,15m,2024-09-05 16:15:00,1.3523,0.0000862,2024-09-05 17:00:00,1.3513,0.0000232,-0.0010,-0.08%,14.00%
USDCAD,60m,2024-09-04 18:00:00,1.3523,-0.0004684,2024-09-05 17:00:00,1.3513,0.0001613,-0.0010,-0.08%,14.00%
USDCAD,90m,2024-09-05 15:00:00,1.3523,0.0000376,2024-09-05 16:30:00,1.3513,0.0000570,-0.0010,-0.08%,14.00%
