Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-29 08:30:00,144.8200,0.0091940,2024-08-29 10:00:00,144.6870,-0.0054430,-0.1330,-0.09%,29.00%
USDJPY,60m,2024-08-28 14:00:00,144.8470,0.0621280,2024-08-29 10:00:00,144.6870,0.0108332,-0.1600,-0.11%,29.00%
USDJPY,90m,2024-08-27 07:30:00,144.9970,0.1126901,2024-08-29 09:00:00,144.6870,0.0209490,-0.3100,-0.21%,29.00%
EURUSD,15m,2024-08-29 08:45:00,1.1133,-0.0001055,2024-08-29 10:00:00,1.1089,-0.0005544,-0.0044,-0.40%,73.00%
EURUSD,60m,2024-08-29 05:00:00,1.1140,0.0003677,2024-08-29 10:00:00,1.1089,-0.0002389,-0.0051,-0.45%,73.00%
EURUSD,90m,2024-08-29 04:30:00,1.1140,0.0001981,2024-08-29 09:00:00,1.1089,-0.0000646,-0.0051,-0.45%,73.00%
GBPUSD,15m,2024-08-29 08:15:00,1.3223,0.0000433,2024-08-29 10:00:00,1.3193,-0.0004027,-0.0030,-0.23%,94.00%
GBPUSD,60m,2024-08-29 08:00:00,1.3221,0.0004031,2024-08-29 10:00:00,1.3193,0.0000886,-0.0027,-0.21%,94.00%
GBPUSD,90m,2024-08-29 06:00:00,1.3222,0.0000683,2024-08-29 09:00:00,1.3193,0.0000318,-0.0028,-0.22%,94.00%
AUDUSD,15m,2024-08-29 08:45:00,0.6815,0.0000374,2024-08-29 10:00:00,0.6811,-0.0000479,-0.0004,-0.05%,90.00%
AUDUSD,60m,2024-08-29 08:00:00,0.6815,0.0003118,2024-08-29 10:00:00,0.6811,0.0002394,-0.0004,-0.05%,90.00%
AUDUSD,90m,2024-08-28 01:30:00,0.6802,0.0000994,2024-08-29 09:00:00,0.6811,0.0002719,0.0009,0.14%,90.00%
USDCAD,15m,2024-08-29 09:30:00,1.3470,0.0001753,2024-08-29 10:00:00,1.3463,0.0001354,-0.0007,-0.05%,8.00%
USDCAD,60m,2024-08-28 18:00:00,1.3483,0.0002941,2024-08-29 10:00:00,1.3463,-0.0001244,-0.0019,-0.14%,8.00%
USDCAD,90m,2024-08-28 18:00:00,1.3481,0.0004810,2024-08-29 09:00:00,1.3463,-0.0000326,-0.0018,-0.13%,8.00%
