Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-05 10:45:00,143.6050,0.0132261,2024-09-05 11:30:00,143.4960,0.0062727,-0.1090,-0.08%,36.00%
USDJPY,60m,2024-09-05 03:00:00,143.8280,0.0048795,2024-09-05 11:00:00,143.4960,0.0539224,-0.3320,-0.23%,36.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646884,2024-09-05 10:30:00,143.4960,-0.0007401,-3.5150,-2.39%,36.00%
EURUSD,15m,2024-09-05 10:00:00,1.1102,0.0001847,2024-09-05 11:30:00,1.1099,0.0000086,-0.0004,-0.03%,68.00%
EURUSD,60m,2024-09-04 23:00:00,1.1088,0.0002009,2024-09-05 11:00:00,1.1099,0.0001001,0.0011,0.10%,68.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003310,2024-09-05 10:30:00,1.1099,0.0002122,0.0023,0.21%,68.00%
GBPUSD,15m,2024-09-05 09:45:00,1.3170,0.0002270,2024-09-05 11:30:00,1.3162,0.0000097,-0.0007,-0.06%,90.00%
GBPUSD,60m,2024-09-05 09:00:00,1.3170,0.0000674,2024-09-05 11:00:00,1.3162,0.0000830,-0.0007,-0.06%,90.00%
GBPUSD,90m,2024-09-04 09:00:00,1.3123,0.0002407,2024-09-05 10:30:00,1.3162,0.0002253,0.0040,0.30%,90.00%
AUDUSD,15m,2024-09-05 09:45:00,0.6734,0.0001098,2024-09-05 11:30:00,0.6724,-0.0000251,-0.0010,-0.15%,67.00%
AUDUSD,60m,2024-09-05 09:00:00,0.6734,0.0000703,2024-09-05 11:00:00,0.6724,0.0000166,-0.0010,-0.15%,67.00%
AUDUSD,90m,2024-09-04 13:30:00,0.6733,0.0004000,2024-09-05 10:30:00,0.6724,0.0001785,-0.0009,-0.14%,67.00%
USDCAD,15m,2024-09-05 08:15:00,1.3513,0.0000624,2024-09-05 11:30:00,1.3516,0.0001080,0.0003,0.02%,14.00%
USDCAD,60m,2024-09-04 18:00:00,1.3523,-0.0004684,2024-09-05 11:00:00,1.3516,0.0001191,-0.0007,-0.05%,14.00%
USDCAD,90m,2024-09-04 12:00:00,1.3558,-0.0000525,2024-09-05 10:30:00,1.3516,-0.0001000,-0.0042,-0.31%,14.00%
