Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-04 11:30:00,145.1530,0.0131917,2024-09-04 12:30:00,144.9660,-0.0075798,-0.1870,-0.13%,41.00%
USDJPY,60m,2024-09-04 09:00:00,145.2060,-0.0089493,2024-09-04 12:00:00,144.9660,0.0031789,-0.2400,-0.17%,41.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646880,2024-09-04 12:00:00,144.9660,-0.0492682,-2.0450,-1.39%,41.00%
EURUSD,15m,2024-09-04 12:15:00,1.1056,-0.0000617,2024-09-04 12:30:00,1.1053,-0.0000638,-0.0002,-0.02%,50.00%
EURUSD,60m,2024-09-04 06:00:00,1.1061,0.0002457,2024-09-04 12:00:00,1.1053,0.0000681,-0.0007,-0.07%,50.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003310,2024-09-04 12:00:00,1.1053,0.0001602,-0.0022,-0.20%,50.00%
GBPUSD,15m,2024-09-04 10:30:00,1.3124,0.0000743,2024-09-04 12:30:00,1.3113,-0.0000878,-0.0011,-0.08%,87.00%
GBPUSD,60m,2024-09-04 09:00:00,1.3120,0.0002084,2024-09-04 12:00:00,1.3113,0.0001433,-0.0007,-0.06%,87.00%
GBPUSD,90m,2024-09-04 09:00:00,1.3123,0.0002407,2024-09-04 12:00:00,1.3113,0.0001982,-0.0010,-0.07%,87.00%
AUDUSD,15m,2024-09-04 12:15:00,0.6722,0.0001015,2024-09-04 12:30:00,0.6718,0.0000896,-0.0003,-0.05%,56.00%
AUDUSD,60m,2024-09-02 18:00:00,0.6795,0.0003012,2024-09-04 12:00:00,0.6718,0.0003625,-0.0077,-1.13%,56.00%
AUDUSD,90m,2024-09-02 18:00:00,0.6796,0.0003049,2024-09-04 12:00:00,0.6718,0.0002640,-0.0078,-1.14%,56.00%
USDCAD,15m,2024-09-04 11:00:00,1.3556,0.0000855,2024-09-04 12:30:00,1.3555,-0.0000370,-0.0001,-0.01%,21.00%
USDCAD,60m,2024-09-04 09:00:00,1.3563,-0.0000608,2024-09-04 12:00:00,1.3550,-0.0000488,-0.0013,-0.09%,21.00%
USDCAD,90m,2024-09-03 04:30:00,1.3527,0.0002490,2024-09-04 12:00:00,1.3555,-0.0000710,0.0028,0.21%,21.00%
