Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-06 06:45:00,142.6070,-0.0573502,2024-09-06 07:30:00,142.3180,-0.0594901,-0.2890,-0.20%,28.00%
USDJPY,60m,2024-09-05 15:00:00,143.9120,0.0690581,2024-09-06 07:00:00,142.3180,-0.0625883,-1.5940,-1.11%,28.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646878,2024-09-06 07:30:00,142.3180,-0.0344763,-4.6930,-3.19%,28.00%
EURUSD,15m,2024-09-06 07:00:00,1.1122,0.0000127,2024-09-06 07:30:00,1.1119,-0.0000132,-0.0004,-0.03%,78.00%
EURUSD,60m,2024-09-05 14:00:00,1.1110,0.0001097,2024-09-06 07:00:00,1.1119,-0.0000171,0.0009,0.08%,78.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003311,2024-09-06 07:30:00,1.1119,0.0000150,0.0043,0.39%,78.00%
GBPUSD,15m,2024-09-06 07:15:00,1.3184,0.0000443,2024-09-06 07:30:00,1.3179,0.0000239,-0.0005,-0.04%,90.00%
GBPUSD,60m,2024-09-05 14:00:00,1.3175,0.0001206,2024-09-06 07:00:00,1.3179,-0.0000993,0.0004,0.03%,90.00%
GBPUSD,90m,2024-09-05 06:00:00,1.3155,0.0002435,2024-09-06 07:30:00,1.3179,-0.0000404,0.0023,0.18%,90.00%
AUDUSD,15m,2024-09-06 05:45:00,0.6734,-0.0000123,2024-09-06 07:30:00,0.6731,-0.0000115,-0.0004,-0.05%,68.00%
AUDUSD,60m,2024-09-05 22:00:00,0.6744,0.0001390,2024-09-06 07:00:00,0.6731,-0.0001471,-0.0013,-0.19%,68.00%
AUDUSD,90m,2024-09-06 00:00:00,0.6744,0.0002204,2024-09-06 07:30:00,0.6731,-0.0000316,-0.0013,-0.19%,68.00%
USDCAD,15m,2024-09-06 06:30:00,1.3501,0.0000282,2024-09-06 07:30:00,1.3495,0.0000298,-0.0007,-0.05%,13.00%
USDCAD,60m,2024-09-05 15:00:00,1.3518,0.0001601,2024-09-06 07:00:00,1.3494,-0.0000484,-0.0024,-0.18%,13.00%
USDCAD,90m,2024-09-05 15:00:00,1.3523,0.0000376,2024-09-06 07:30:00,1.3494,-0.0000958,-0.0030,-0.22%,13.00%
