Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-06 15:45:00,142.4300,-0.0853031,2024-09-06 16:30:00,142.3870,-0.1117312,-0.0430,-0.03%,34.00%
USDJPY,60m,2024-09-06 14:00:00,143.5220,0.0796971,2024-09-06 16:00:00,142.4010,0.0065136,-1.1210,-0.78%,34.00%
USDJPY,90m,2024-09-06 13:30:00,143.5220,0.0858926,2024-09-06 16:30:00,142.3870,0.0019417,-1.1350,-0.79%,34.00%
EURUSD,15m,2024-09-06 16:15:00,1.1107,0.0000366,2024-09-06 16:30:00,1.1096,0.0000087,-0.0011,-0.10%,75.00%
EURUSD,60m,2024-09-06 13:00:00,1.1125,-0.0001174,2024-09-06 16:00:00,1.1096,-0.0003610,-0.0028,-0.26%,75.00%
EURUSD,90m,2024-09-06 06:00:00,1.1121,0.0000461,2024-09-06 16:30:00,1.1096,-0.0003545,-0.0025,-0.22%,75.00%
GBPUSD,15m,2024-09-06 15:00:00,1.3175,-0.0001535,2024-09-06 16:30:00,1.3144,-0.0004108,-0.0031,-0.23%,91.00%
GBPUSD,60m,2024-09-06 13:00:00,1.3211,0.0000461,2024-09-06 16:00:00,1.3144,-0.0004099,-0.0067,-0.51%,91.00%
GBPUSD,90m,2024-09-06 12:00:00,1.3186,-0.0001334,2024-09-06 16:30:00,1.3144,-0.0004899,-0.0042,-0.32%,91.00%
AUDUSD,15m,2024-09-06 15:30:00,0.6710,-0.0003692,2024-09-06 16:30:00,0.6689,-0.0005145,-0.0021,-0.31%,68.00%
AUDUSD,60m,2024-09-06 13:00:00,0.6752,0.0000609,2024-09-06 16:00:00,0.6689,-0.0004998,-0.0063,-0.93%,68.00%
AUDUSD,90m,2024-09-06 00:00:00,0.6744,0.0002204,2024-09-06 16:30:00,0.6689,-0.0005399,-0.0055,-0.82%,68.00%
USDCAD,15m,2024-09-06 15:15:00,1.3534,0.0003982,2024-09-06 16:30:00,1.3554,0.0005032,0.0020,0.15%,13.00%
USDCAD,60m,2024-09-06 09:00:00,1.3502,0.0000066,2024-09-06 16:00:00,1.3553,0.0006306,0.0051,0.38%,13.00%
USDCAD,90m,2024-09-05 15:00:00,1.3523,0.0000376,2024-09-06 16:30:00,1.3553,0.0006212,0.0030,0.22%,13.00%
